alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_rank,run_label,run_id,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
ARM,['Armenian'],3076200,79.9966,2023,6.488014567824043,0.799966,1.25,1.0,0.75,0.75,False,5.190191061763928,3.892643296322946,5.190191061763928,5.190191061763928,96,False,Armenia,,25-05-2025,unknown,,1.4875882554483364,1.379791877161645,1.592505277992724,4.435426992735208,3.9740744731600466,4.916049587965889,0.05371019364710615,0.03602492201264729,0.07469945094509789,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,14.939205626999847,0.799966,0.3662208702031639,0.42782484509291213,62,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
BWA,"['English', 'Tswana']",2359609,81.36,2023,6.372840043982482,0.8136,1.25,1.0,0.75,1.25,False,5.184942659784147,6.481178324730184,5.184942659784147,5.184942659784147,97,False,Botswana,,25-05-2025,unknown,,1.2586431308073909,1.1402734946014503,1.3770935761165832,3.5296583652596882,3.1276236384948763,3.9633656791771865,0.10488760263992009,0.07530023358134544,0.13705812925732622,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,14.674006485309581,0.8136,0.272691787378503,0.4759606257877847,44,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MDA,['Romanian'],2749076,80.2126,2023,6.439186746363795,0.8021259999999999,1.25,1.0,0.75,1.0,False,5.165039108113805,5.165039108113805,5.165039108113805,5.165039108113805,98,False,"Moldova, Republic of",,25-05-2025,unknown,,1.342023710157891,1.2304459617137422,1.4515179783456464,3.8353051949647807,3.4227557249819247,4.2695908496601405,0.08411024549024951,0.05972093732274279,0.11165856682932195,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,14.826775413182107,0.8021259999999999,0.32656955491936435,0.4354508746000943,49,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MNE,['Montenegrin'],623327,88.8826,2024,5.7947159391766885,0.888826,1.25,1.0,0.75,1.0,False,5.150494189354659,5.150494189354659,5.150494189354659,5.150494189354659,99,False,Montenegro,,25-05-2025,unknown,,0.20041149746170075,0.01325037418829441,0.39423720515812555,1.2300345047036254,1.0133389526994325,1.483252343811522,0.3572909463343508,0.3365477837128816,0.3675176892460039,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,13.342826539683236,0.888826,-0.19678197711213072,0.741551225652276,7,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
TUN,['Arabic'],11972169,72.3542,2023,7.078172838743614,0.723542,1.25,1.0,0.75,0.75,False,5.121355332090232,3.841016499067674,5.121355332090232,5.121355332090232,100,False,Tunisia,,25-05-2025,unknown,,2.572777211602024,2.5081273580611807,2.640977389178325,13.112363471606848,12.281908899164641,14.026906704878286,2.962594837529087e-05,1.1354132914712816e-05,5.692468375437668e-05,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.298095264126392,0.723542,0.8454671475867496,0.15800462330730783,149,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
IND,"['English', 'Hindi', 'Tamil']",1417492000,55.9,2022,9.151520616513332,0.5589999999999999,1.25,1.0,0.75,1.25,False,5.115700024630953,6.394625030788691,5.115700024630953,5.115700024630953,101,False,India,,25-05-2025,unknown,,7.778072194290727,7.50725502803014,8.044348478754074,2418.897091236401,1821.2075122411911,3116.1342177025954,0.0,0.0,0.0,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,21.072154949811278,0.5589999999999999,2.529158206714659,-0.42292229667917497,226,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
CUB,['Spanish'],9748007,71.275,2023,6.988915832377714,0.7127500000000001,1.25,1.0,0.75,1.0,False,4.981349759527216,4.981349759527216,4.981349759527216,4.981349759527216,102,False,Cuba,,25-05-2025,unknown,,2.109184236389895,2.0417286942631483,2.1804311268020142,8.24854780076039,7.703915413283264,8.850120963610697,0.002254206077753071,0.0012687922396598498,0.0034749100045027947,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.092573411822997,0.7127500000000001,0.7729847472899484,0.11990272032512657,116,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
BOL,"['Aymara', 'Guaraní', 'Quechua', 'Spanish']",11365333,70.2368,2023,7.055582164913061,0.702368,1.25,1.0,0.75,1.0,False,4.955615134005657,4.955615134005657,4.955615134005657,4.955615134005657,103,False,"Bolivia, Plurinational State of",,25-05-2025,observed_multi,64.0,2.2083384183282733,2.139847992605558,2.279013599788591,9.108302970822924,8.498145751101081,9.767041445627832,0.0010649592451484763,0.0005597457776884358,0.0017323130233108614,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.246078315323473,0.702368,0.8271220749674858,0.08324835072162275,126,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
ABW,"['Dutch', 'Papiamento']",107566,97.17,2017,5.031675019046017,0.9717,1.25,1.0,0.75,1.0,False,4.889278616007015,4.889278616007015,4.889278616007015,4.889278616007015,104,False,Aruba,,25-05-2025,observed_multi,66.0,-1.416220982209858,-1.687702298080153,-1.1235574965171886,0.2463558579758299,0.18494400324365468,0.3251211186373115,0.19128360043622983,0.15371635518972301,0.23488045132706534,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,11.585859891645889,0.9717,-0.8164200275865734,1.0341436188829392,30,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MUS,"['English', 'French', 'Mauritian Creole']",1243741,79.5,2023,6.094729951108975,0.795,1.25,1.0,0.75,1.25,False,4.845310311131636,6.056637888914544,4.845310311131636,4.845310311131636,105,False,Mauritius,,25-05-2025,observed_multi,8.0,0.01549263215800049,-0.1262551802985167,0.1557173774905858,1.0194268194670881,0.8813899405092509,1.1684959149285714,0.366441095511919,0.36213101680942844,0.36787600249217295,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,14.033634331247853,0.795,0.04684859703440603,0.41029203836482553,1,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MDV,['Maldivian'],515132,84.6851,2023,5.711918529091912,0.846851,1.25,1.0,0.75,0.75,False,4.837143918280015,3.627857938710011,4.837143918280015,4.837143918280015,106,False,Maldives,,25-05-2025,unknown,,-0.6579042875299251,-0.8446171422176388,-0.4672990118264852,0.5214099152008255,0.42972185009987646,0.626692674936394,0.3079598158074006,0.2796157359536669,0.3348770983213676,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,13.152178457483513,0.846851,-0.26401877191007955,0.5933555827985816,20,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
GUY,['English'],772975,81.7221,2023,5.888165447944686,0.817221,1.25,1.0,0.75,1.25,False,4.811932455534804,6.0149155694185055,4.811932455534804,4.811932455534804,107,False,Guyana,,25-05-2025,unknown,,-0.4250169037612418,-0.5891080590620958,-0.25786987074284584,0.6571318928411948,0.5548219391104992,0.7726957781603446,0.33907380437520196,0.31856460141021226,0.3568050775684355,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,13.55800198552004,0.817221,-0.12089499660670891,0.48874481691996396,10,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
BMU,['English'],64055,98.37,2017,4.80655303552734,0.9837,1.25,1.0,0.75,1.25,False,4.728206221048245,5.910257776310306,4.728206221048245,4.728206221048245,108,False,Bermuda,,25-05-2025,unknown,,-2.0600001671506263,-2.357278785776526,-1.7403217937819666,0.12979458628072912,0.09467751658131539,0.17546393074728575,0.1134833157240939,0.08612493967847855,0.14722610961124713,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,11.067497368290534,0.9837,-0.9992334826796023,1.0765104494783968,41,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
FJI,"['English', 'Fijian', 'Fiji Hindi']",900869,79.3485,2023,5.954661642573458,0.793485,1.25,1.0,0.75,1.25,False,4.7249346934574,5.90616836682175,4.7249346934574,4.7249346934574,109,False,Fiji,,25-05-2025,observed_one,1.0,-0.5053957620352648,-0.6605837874512279,-0.34821655953369357,0.6060058578791233,0.5165496925074105,0.70594598142449,0.3293299558901865,0.30816082355178154,0.3484841468348537,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,13.711115132013083,0.793485,-0.06689583179561903,0.4049432260021489,14,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
AND,['Catalan'],88406,95.4456,2023,4.946481741013802,0.954456,1.25,1.0,0.75,1.0,False,4.721199176601069,4.721199176601069,4.721199176601069,4.721199176601069,110,False,Andorra,,25-05-2025,unknown,,-1.951738422963232,-2.2267349799319294,-1.653596855962477,0.14429210733859782,0.10788009360827282,0.19136039617147643,0.12436758402722103,0.0968477599588104,0.1580320887555581,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,11.389695119625614,0.954456,-0.8856024204579392,0.9732624833172664,38,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
FRO,"['Danish', 'Faroese']",54885,97.582,2017,4.739453668542288,0.9758199999999999,1.25,1.0,0.75,1.0,False,4.624853678836935,4.624853678836935,4.624853678836935,4.624853678836935,111,False,Faroe Islands,,25-05-2025,observed_one,1.0,-2.405387312550715,-2.7070295770189747,-2.0787480683049178,0.09194685028129114,0.06673474414619723,0.1250867190762055,0.08358685683855238,0.06242656928804981,0.11037906895786079,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,10.912995366121416,0.9758199999999999,-1.0537224620380967,1.048689564054046,50,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
GAB,['French'],2469296,71.9256,2023,6.392573152897294,0.719256,1.25,1.0,0.75,1.0,False,4.597896595660297,4.597896595660297,4.597896595660297,4.597896595660297,112,False,Gabon,,25-05-2025,observed_one,1.0,0.06508911259473228,-0.04056207655521747,0.1724689908251788,1.0695192961259417,0.9602495630506824,1.1882350682168925,0.3662587848774097,0.36212490916219786,0.36787290228847525,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,14.719443647735256,0.719256,0.2887163344443145,0.14287260364629684,2,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
VEN,['Spanish'],28517000,61.6,2017,7.455103835626699,0.616,1.25,1.0,0.75,1.0,False,4.592343962746046,4.592343962746046,4.592343962746046,4.592343962746046,113,False,"Venezuela, Bolivarian Republic of",,25-05-2025,unknown,,2.478976336847543,2.380832535712139,2.577635283504248,11.950266355151284,10.813902078029816,13.165967543392473,9.460443187806776e-05,2.5208426899909398e-05,0.00021755267737873376,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.166010958636768,0.616,1.1515592350622486,-0.221679851350751,143,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
SLV,['Spanish'],6029976,67.6558,2023,6.78031558360146,0.676558,1.25,1.0,0.75,1.0,False,4.587276750610237,4.587276750610237,4.587276750610237,4.587276750610237,114,False,El Salvador,,25-05-2025,unknown,,0.8787463834532793,0.7984871216321275,0.9588349578648616,2.410758848597506,2.2221765134265414,2.6086555101809314,0.2166128179438986,0.19208437477873766,0.24082388411793582,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.612253588595944,0.676558,0.603587997954321,-0.00787564075077405,26,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MCO,['French'],38423,99.1497,2023,4.584591270795872,0.991497,1.25,1.0,0.75,1.0,False,4.545608491220294,4.545608491220294,4.545608491220294,4.545608491220294,115,False,Monaco,,25-05-2025,unknown,,-2.748799401398053,-3.0701900439076955,-2.4051747296216472,0.06538091486282592,0.0464123346582407,0.0902497284859709,0.06107418365489534,0.044307453894155094,0.08246144537955483,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,10.556411517605202,0.991497,-1.1794806379101774,1.1040382976577952,58,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
SUR,['Dutch'],616500,78.3958,2023,5.789933080931751,0.7839579999999999,1.25,1.0,0.75,1.0,False,4.539064358261093,4.539064358261093,4.539064358261093,4.539064358261093,116,False,Suriname,,25-05-2025,unknown,,-1.2217669569444385,-1.388999414769306,-1.0495820890234038,0.29633474781264874,0.2493246590050136,0.35008402576001957,0.21972334264466525,0.19430541521025235,0.24667931414611163,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,13.331813601586536,0.7839579999999999,-0.20066596403917783,0.3713074930785716,25,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
PAN,['Spanish'],4064780,68.5485,2023,6.60903704504163,0.685485,1.25,1.0,0.75,1.0,False,4.530395758820362,4.530395758820362,4.530395758820362,4.530395758820362,117,False,Panama,,25-05-2025,unknown,,0.38622413103996933,0.2983433230878554,0.4736707785516977,1.4736241217717259,1.3476243887265924,1.6058782162608454,0.337205680784711,0.3223209676432957,0.35018942237307943,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.217870178958274,0.685485,0.4644988653516427,0.023641750643030205,11,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MMR,['Burmese'],51316756,58.5357,2023,7.710259194549563,0.585357,1.25,1.0,0.75,0.75,False,4.513254191343949,3.3849406435079614,4.513254191343949,4.513254191343949,118,False,Myanmar,,25-05-2025,unknown,,2.9803014563443315,2.8562793862948235,3.104861550333279,19.749414855357173,17.39668045451531,22.306131202549793,1.282712755888173e-07,4.581427666614404e-09,4.843806333542326e-07,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.7535278844901,0.585357,1.3587617126751066,-0.32986708384546826,169,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
LIE,['German'],40900,97.3444,2023,4.611723308007342,0.973444,1.25,1.0,0.75,1.0,False,4.489254383839898,4.489254383839898,4.489254383839898,4.489254383839898,119,False,Liechtenstein,,25-05-2025,unknown,,-2.893717368962803,-3.2091196801701156,-2.554112192525388,0.0565134253683867,0.040392161480856364,0.07776124259891419,0.053285436121204836,0.03879314564691008,0.07194355773710712,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,10.618885342030893,0.973444,-1.157447687645549,1.0403009315961456,64,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
