alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_visits_missing,uk_score_raw,uk_missing_strategy,uk_floor,uk_impute_value,uk_score_raw_imputed,uk_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_multi_count,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_one,bayes_train_n_multi,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_train_mean_log10_uk_visits_plus1,bayes_train_std_log10_uk_visits_plus1,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log10_uk_visits_plus1,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log10_uk_visits_plus1,bayes_rank,seen_in_listens,known_correct,known_incorrect,run_label,run_id,model_variant,uk_missing_strategy_cli,uk_floor_cli,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_multi_count_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
MNG,['Mongolian'],3544835,83.0162,2023,,,,6.549596025060067,0.830162,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.066808231286316,1.5501061734647368,2.066808231286316,2.066808231286316,87,False,Mongolia,,25-05-2025,unknown,,3.6865856248783566,3.599453999556723,3.771300549572316,39.967602287623755,36.578257250996785,43.43651955721608,1.3064211964509225e-15,5.937668393190296e-18,4.758694310360991e-15,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.081002172436367,0.830162,,-0.5770126905961577,-0.7419681477464205,0.0,162,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
GEO,['Georgian'],4000921,81.8843,2023,,,,6.602159976122113,0.818843,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.054989006466388,1.541241754849791,2.054989006466388,2.054989006466388,88,False,Georgia,,25-05-2025,unknown,,3.6817551623063642,3.5921501019000104,3.767449800821968,39.77696630553082,36.31206671800648,43.269578300444,1.6630254112848962e-15,6.989553329071821e-18,6.164829847719895e-15,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.202035142580701,0.818843,,-0.5257568170244371,-0.8532690239417619,0.0,161,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
BHS,['English'],398165,94.8186,2023,,,,5.600063081470082,0.9481860000000001,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,2.0184094760450884,2.5230118450563603,2.0184094760450884,2.0184094760450884,89,False,Bahamas,,25-05-2025,unknown,,3.497013428404786,3.389372203087836,3.602912224945808,33.09077474810765,29.647334004512373,36.70497235186132,1.0059272086502527e-12,4.206898186824262e-15,3.947417644496945e-12,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,12.89462177121931,0.9481860000000001,,-1.5029160811419695,0.418573826993311,0.0,147,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
ALB,['Albanian'],2363314,83.1356,2023,,,,6.373521427687243,0.831356,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.014138376561864,2.014138376561864,2.014138376561864,2.014138376561864,90,True,Albania,Albania,25-05-2025,unknown,,3.5851711545161926,3.492530921079546,3.6785585147467708,36.123200239804234,32.86903287894791,39.589285767829736,5.022053399601346e-14,2.536137774655226e-16,1.7456884924680394e-13,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,14.675575429270774,0.831356,,-0.748705592666634,-0.7302274245219977,0.0,156,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
GHA,['English'],33742380,69.9445,2023,,,,7.52817571205314,0.6994450000000001,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,2.0015485820248458,2.501935727531057,2.0015485820248458,2.0015485820248458,91,True,Ghana,Ghana,25-05-2025,unknown,,3.8528713197250637,3.742256499251022,3.956206790999715,47.22785641804614,42.19309166842982,52.258721944731136,8.239509830246938e-18,1.0531712060815462e-21,1.9999415920858482e-17,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.334265172013396,0.6994450000000001,,0.37721460211944086,-2.027321680180952,0.0,171,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
TUN,['Arabic'],11972169,72.3542,2023,2025 Q2 P,69000.0,60.0,7.078172838743614,0.723542,False,4.838855384814572,p10,0.05,4.815572229111593,4.838855384814572,0.38753137844744096,1.25,1.0,0.75,0.75,False,1.9846858913640795,1.4885144185230597,1.9846858913640795,1.9846858913640795,92,True,Tunisia,Tunisia,25-05-2025,unknown,,3.8633140062677382,3.7438240491021344,3.9846797490471464,47.74987122114492,42.259283160970064,53.76806896971038,9.3676398330407e-18,2.395424502107596e-22,1.874773908282895e-17,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.298095264126392,0.723542,4.838855384814572,-0.06158974791958633,-1.790373432660929,-1.5548657187211479,170,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
BTN,['Dzongkha'],784043,88.426,2023,,,,5.894339881754102,0.88426,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,1.9812440407389291,1.485933030554197,1.9812440407389291,1.9812440407389291,93,True,Bhutan,Bhutan,25-05-2025,unknown,,3.468186241111171,3.3673056664508314,3.568990596560682,32.14662546460558,29.000285476782395,35.48076071796612,2.0507389479951214e-12,1.3832320794241184e-14,7.374640996786704e-12,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,13.572219144767281,0.88426,,-1.2159624909781697,-0.21001702128510727,0.0,145,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
MAC,"['Portuguese', 'Chinese']",685900,89.1806,2023,,,,5.836260802858487,0.891806,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,1.978462848044467,1.978462848044467,1.978462848044467,1.978462848044467,94,True,Macao,Macao,25-05-2025,unknown,,3.4576378898374274,3.3552843298205692,3.560091344284636,31.81093675100011,28.653750652994287,35.16640926588254,2.838889665057877e-12,1.877373908948845e-14,1.0304372850940453e-11,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,13.438487123487413,0.891806,,-1.2725962459544988,-0.13581643715488004,0.0,143,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
TTO,['English'],1367764,84.6994,2023,,,,6.136011168773308,0.846994,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,1.9755557683548137,2.469444710443517,1.9755557683548137,1.9755557683548137,95,True,Trinidad and Tobago,Trinidad and Tobago,25-05-2025,unknown,,3.493291962527221,3.395188288203742,3.5928684380308953,32.96081381497822,29.820267945207995,36.33816057630144,9.610350611974002e-13,6.01040695633059e-15,3.339920120041598e-12,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,14.128687847662391,0.846994,,-0.9803053022948078,-0.5764573828272581,0.0,148,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
ARM,['Armenian'],3076200,79.9966,2023,,,,6.488014567824043,0.799966,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,1.9729049575132567,1.4796787181349425,1.9729049575132567,1.9729049575132567,96,False,Armenia,,25-05-2025,unknown,,3.553080753494952,3.4515898127309224,3.651561038724645,34.98949428733222,31.55051350084971,38.53477342131172,1.667639330444448e-13,7.08620581406836e-16,6.263452686515921e-13,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,14.939205626999847,0.799966,,-0.6370616656575304,-1.0388884814856676,0.0,153,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
BWA,"['English', 'Tswana']",2359609,81.36,2023,,,,6.372840043982482,0.8136,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,1.97090992531469,2.4636374066433624,1.97090992531469,1.97090992531469,97,False,Botswana,,25-05-2025,unknown,,3.52790292968658,3.427099826414008,3.627216870196138,34.12033441212268,30.787225233147353,37.6080029290124,3.5337579283000325e-13,1.7471610592113734e-15,1.3111527997927047e-12,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,14.674006485309581,0.8136,,-0.7493700198323897,-0.904823975253024,0.0,150,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
MDA,['Romanian'],2749076,80.2126,2023,,,,6.439186746363795,0.8021259999999999,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,1.9633441507034577,1.9633441507034577,1.9633441507034577,1.9633441507034577,98,False,"Moldova, Republic of",,25-05-2025,unknown,,3.530813919282041,3.427425473985869,3.6312173316989043,34.22098486787853,30.797252329251574,37.758753896230004,3.3788699498000926e-13,1.5087041693637918e-15,1.2984821090329877e-12,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,14.826775413182107,0.8021259999999999,,-0.6846743848877654,-1.0176489821852053,0.0,151,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
MNE,['Montenegrin'],623327,88.8826,2024,,,,5.7947159391766885,0.888826,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,1.9578153094748663,1.9578153094748663,1.9578153094748663,1.9578153094748663,99,False,Montenegro,,25-05-2025,unknown,,3.4232639177503725,3.3183495300284305,3.52883201021621,30.739768773960463,27.614735888464466,34.0841345409802,7.757162533249057e-12,5.3703448696674297e-14,2.806831379720068e-11,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,13.342826539683236,0.888826,,-1.3131072470760672,-0.1651190797082961,0.0,142,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
CUB,['Spanish'],9748007,71.275,2023,,,,6.988915832377714,0.7127500000000001,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,1.893519818196959,1.893519818196959,1.893519818196959,1.893519818196959,100,False,Cuba,,25-05-2025,unknown,,3.573168218084859,3.455915273114972,3.684266257236854,35.720207130251175,31.687278433482092,39.81589781377183,1.7007696608053146e-13,2.0334961987848356e-16,5.486322618605876e-13,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.092573411822997,0.7127500000000001,,-0.14862555366182653,-1.8964922643510183,0.0,152,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
BOL,"['Aymara', 'Guaraní', 'Quechua', 'Spanish']",11365333,70.2368,2023,,,,7.055582164913061,0.702368,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,1.8837375250853878,1.8837375250853878,1.8837375250853878,1.8837375250853878,101,False,"Bolivia, Plurinational State of",,25-05-2025,unknown,,3.5797672162938388,3.458517979423611,3.693908433818897,35.960039935946874,31.769858273802033,40.20166610282468,1.5375760898260198e-13,1.3960033886358767e-16,5.064590952373165e-13,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,16.246078315323473,0.702368,,-0.08361824270286404,-1.9985795244146325,0.0,154,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
ABW,"['Dutch', 'Papiamento']",107566,97.17,2017,,,,5.031675019046017,0.9717,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,1.8585215660452965,1.8585215660452965,1.8585215660452965,1.8585215660452965,102,False,Aruba,,25-05-2025,unknown,,3.2325935096370975,3.0958283628385734,3.3674140068037413,25.434454494440505,22.105542463717217,29.00342990479891,1.3234624139817372e-09,7.352745595764907e-12,5.548644844897713e-09,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,11.585859891645889,0.9717,,-2.0571595517839465,0.6497893763225147,0.0,124,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
MUS,"['English', 'French', 'Mauritian Creole']",1243741,79.5,2023,,,,6.094729951108975,0.795,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,1.841808253253954,2.3022603165674425,1.841808253253954,1.841808253253954,103,False,Mauritius,,25-05-2025,unknown,,3.302115470827292,3.1818445167644036,3.4229959729988018,27.247414014822258,24.091149165364527,30.661137496459812,2.170308130715365e-10,1.481240153544232e-12,8.30242137819457e-10,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,14.033634331247853,0.795,,-1.0205592183482683,-1.087719663673675,0.0,132,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
MDV,['Maldivian'],515132,84.6851,2023,,,,5.711918529091912,0.846851,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,1.83870402900667,1.3790280217550026,1.83870402900667,1.83870402900667,104,False,Maldives,,25-05-2025,unknown,,3.2393579687482204,3.123997309714592,3.3614820600449002,25.593791593167193,22.737089208734396,28.831889859171085,9.169256217672e-10,8.676466057837825e-12,3.035129899043464e-09,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,13.152178457483513,0.846851,,-1.3938442064869354,-0.577863516345761,0.0,128,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
GUY,['English'],772975,81.7221,2023,,,,5.888165447944686,0.817221,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,1.8291206014903654,2.2864007518629568,1.8291206014903654,1.8291206014903654,105,False,Guyana,,25-05-2025,unknown,,3.249813342448405,3.1302517024510927,3.3737965313615788,25.862578987148414,22.879737829273893,29.18913444705577,7.362984577181108e-10,6.145276539935063e-12,2.647940963228483e-09,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,13.55800198552004,0.817221,,-1.2219832712338026,-0.8692183146201651,0.0,129,False,False,True,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
BMU,['English'],64055,98.37,2017,,,,4.80655303552734,0.9837,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,1.7972944314849184,2.246618039356148,1.7972944314849184,1.7972944314849184,106,False,Bermuda,,25-05-2025,unknown,,3.136468511831968,2.987229359987882,3.28323940398036,23.11664934434988,19.830662964828807,26.662001989897217,1.11530683023432e-08,7.026398860739614e-11,4.841633994364946e-08,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,11.067497368290534,0.9837,,-2.2766792738046147,0.767786594658419,0.0,121,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
FJI,"['English', 'Fijian', 'Fiji Hindi']",900869,79.3485,2023,,,,5.954661642573458,0.793485,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,1.7960508524093486,2.2450635655116855,1.7960508524093486,1.7960508524093486,107,False,Fiji,,25-05-2025,one,1.0,3.2135464375451233,3.088265146357537,3.3435696162232493,24.94687983032509,21.93898418365177,28.320038158496757,1.7672787632387361e-09,1.4218622912147905e-11,6.504863810504153e-09,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,13.711115132013083,0.793485,,-1.1571418642233253,-1.1026168124885833,0.0,123,True,True,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
AND,['Catalan'],88406,95.4456,2023,,,,4.946481741013802,0.954456,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,1.794630900882126,1.794630900882126,1.794630900882126,1.794630900882126,108,False,Andorra,,25-05-2025,unknown,,3.126452949668172,2.986746066409916,3.2702359596348813,22.881933380826347,19.82108141680478,26.31754858554212,1.2566863274942423e-08,9.787692432360746e-11,4.88590019412245e-08,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,11.389695119625614,0.954456,,-2.140232756894143,0.4802273735738199,0.0,120,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
FRO,"['Danish', 'Faroese']",54885,97.582,2017,,,,4.739453668542288,0.9758199999999999,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,1.7580078733459599,1.7580078733459599,1.7580078733459599,1.7580078733459599,109,False,Faroe Islands,,25-05-2025,one,1.0,3.071129334443203,2.9177767201284266,3.223373733228949,21.660305221985187,18.500110806776252,25.11270097888422,3.9854057330554167e-08,3.115917641050193e-10,1.7087498515749455e-07,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,10.912995366121416,0.9758199999999999,,-2.3421088429568404,0.6903017546178408,0.0,115,True,True,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
GAB,['French'],2469296,71.9256,2023,,,,6.392573152897294,0.719256,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,1.7477608973856544,1.7477608973856544,1.7477608973856544,1.7477608973856544,110,False,Gabon,,25-05-2025,one,1.0,3.2375744870017598,3.098897628239874,3.3710071364698786,25.56272068120671,22.173494385586306,29.10782790875781,1.298185778218411e-09,6.647240391339721e-12,5.20005604385009e-09,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,14.719443647735256,0.719256,,-0.7301279781806743,-1.832518105809903,0.0,125,True,True,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
VEN,['Spanish'],28517000,61.6,2017,,,,7.455103835626699,0.616,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,1.7456502203655964,1.7456502203655964,1.7456502203655964,1.7456502203655964,111,False,"Venezuela, Bolivarian Republic of",,25-05-2025,unknown,,3.541976675739357,3.3931649866013203,3.6832443284271954,34.670656224365466,29.759993365195466,39.7752288769844,1.303247395244763e-12,2.1156816388427432e-16,3.5402349145050722e-12,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,17.166010958636768,0.616,,0.30596115210117397,-2.847844837184247,0.0,146,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
SLV,['Spanish'],6029976,67.6558,2023,,,,6.78031558360146,0.676558,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,1.743724062383252,1.743724062383252,1.743724062383252,1.743724062383252,112,False,El Salvador,,25-05-2025,unknown,,3.3325903362428617,3.192126741468506,3.466607873894905,28.11342888498364,24.340138110377854,32.02791721110445,1.788869949304079e-10,3.944630100072633e-13,6.539434403229398e-10,100,0.9,1.01,830.0,24,4,20,16.443530110938976,2.361348304306571,0.9056181666666666,0.101697312608162,5.624921148630033,0.5055521865013448,15.612253588595944,0.676558,,-0.35203469171700313,-2.2523718748521064,0.0,135,False,False,False,bayes-smoke2,bayes-smoke2_20251220T170554Z,no-language,p10,0.05,1.25,1.0,0.75,100,300,300,0.9,0,0.9
